investor_id,state,city,city_tier,age_group,gender,total_transactions,total_invested_inr,avg_transaction_inr,first_transaction,last_transaction,preferred_mode,kyc_status,annual_income_lakh
INV002521,Punjab,Chandigarh,T30,26-35,Male,8,495324,61915.5,2024-04-27,2025-05-27,UPI,Verified,12.3
INV002522,Rajasthan,Jaipur,T30,26-35,Female,1,175414,175414.0,2024-08-12,2024-08-12,UPI,Verified,6.3
INV002523,Telangana,Hyderabad,T30,46-55,Female,12,1861163,155096.91666666666,2024-01-08,2025-05-24,UPI,Verified,57.2
INV002524,Rajasthan,Udaipur,B30,46-55,Male,3,822644,274214.6666666667,2024-02-23,2024-12-09,Mandate,Verified,72.9
INV002525,Tamil Nadu,Coimbatore,B30,18-25,Male,3,162873,54291.0,2024-04-11,2024-11-30,Cheque,Verified,4.5
INV002526,Madhya Pradesh,Bhopal,B30,18-25,Female,11,1511279,137389.0,2024-03-13,2025-05-08,Net Banking,Pending,3.5
INV002527,Telangana,Hyderabad,T30,18-25,Male,11,628152,57104.72727272727,2024-01-18,2024-11-11,Net Banking,Verified,6.8
INV002528,Gujarat,Ahmedabad,T30,46-55,Male,6,240997,40166.166666666664,2024-04-18,2025-04-25,Cheque,Verified,16.3
INV002529,Maharashtra,Mumbai,T30,18-25,Female,6,822048,137008.0,2024-02-15,2025-03-29,UPI,Verified,5.3
INV002530,Telangana,Hyderabad,T30,36-45,Male,9,301697,33521.88888888889,2024-01-05,2025-05-19,Net Banking,Pending,53.9
INV002531,Rajasthan,Udaipur,B30,36-45,Female,10,723463,72346.3,2024-02-01,2025-05-04,Net Banking,Verified,50.4
INV002532,Telangana,Hyderabad,T30,56+,Female,4,308468,77117.0,2024-03-21,2025-04-27,Cheque,Verified,11.7
INV002533,Haryana,Faridabad,B30,46-55,Male,7,253220,36174.28571428572,2024-04-06,2025-04-05,Mandate,Verified,73.5
INV002534,Madhya Pradesh,Indore,T30,46-55,Male,4,324264,81066.0,2024-04-29,2025-04-18,Net Banking,Verified,31.0
INV002535,Rajasthan,Udaipur,B30,36-45,Male,11,1750901,159172.81818181818,2024-06-03,2025-05-30,Cheque,Verified,22.6
INV002536,West Bengal,Kolkata,T30,26-35,Male,6,921052,153508.66666666666,2024-03-16,2025-03-10,Cheque,Verified,11.9
INV002537,West Bengal,Kolkata,T30,36-45,Female,1,104160,104160.0,2024-11-23,2024-11-23,Cheque,Verified,43.7
INV002538,Haryana,Gurugram,T30,18-25,Male,2,30934,15467.0,2024-09-12,2025-05-20,Cheque,Verified,4.7
INV002539,Gujarat,Ahmedabad,T30,18-25,Male,2,9949,4974.5,2025-01-16,2025-03-22,Net Banking,Verified,6.4
INV002540,Uttar Pradesh,Agra,B30,26-35,Male,6,702699,117116.5,2024-02-04,2025-01-07,Cheque,Verified,10.8
INV002541,Karnataka,Mysore,B30,46-55,Male,5,792757,158551.4,2024-08-25,2025-04-06,Mandate,Verified,63.8
INV002542,Telangana,Hyderabad,T30,26-35,Female,9,1139898,126655.33333333333,2024-02-12,2025-05-19,Mandate,Verified,15.9
INV002543,Madhya Pradesh,Indore,T30,18-25,Female,12,1211489,100957.41666666667,2024-02-05,2025-04-28,Mandate,Verified,7.7
INV002544,Haryana,Faridabad,B30,26-35,Male,1,8566,8566.0,2024-08-06,2024-08-06,Cheque,Verified,7.4
INV002545,Haryana,Faridabad,B30,36-45,Male,5,1199007,239801.4,2024-01-11,2025-02-12,Net Banking,Verified,31.5
INV002546,Gujarat,Surat,T30,26-35,Male,10,1299210,129921.0,2024-01-02,2025-05-19,Mandate,Verified,19.3
INV002547,Haryana,Gurugram,T30,26-35,Male,10,1475760,147576.0,2024-02-04,2025-04-24,Mandate,Verified,7.3
INV002548,Haryana,Gurugram,T30,26-35,Male,7,1100118,157159.7142857143,2024-01-06,2025-04-29,Mandate,Verified,21.3
INV002549,Delhi,New Delhi,T30,26-35,Male,9,1611382,179042.44444444444,2024-01-08,2025-05-03,Cheque,Verified,12.5
INV002550,Tamil Nadu,Coimbatore,B30,26-35,Female,3,68048,22682.666666666668,2024-04-19,2024-11-04,Cheque,Verified,15.3
INV002551,West Bengal,Kolkata,T30,18-25,Female,8,670617,83827.125,2024-01-16,2025-03-07,Mandate,Verified,5.9
INV002552,Delhi,Gurugram,T30,36-45,Male,12,574322,47860.166666666664,2024-01-10,2025-03-19,Cheque,Verified,24.4
INV002553,Gujarat,Ahmedabad,T30,36-45,Female,12,2668557,222379.75,2024-05-02,2025-05-11,Net Banking,Verified,47.8
INV002554,Madhya Pradesh,Bhopal,B30,18-25,Male,8,380124,47515.5,2024-01-04,2025-04-28,Cheque,Verified,5.4
INV002555,Gujarat,Ahmedabad,T30,36-45,Male,10,1025854,102585.4,2024-01-30,2025-05-28,UPI,Pending,24.5
INV002556,Delhi,Noida,T30,26-35,Male,6,1384313,230718.83333333334,2024-03-15,2025-03-13,Cheque,Verified,8.1
INV002557,West Bengal,Kolkata,T30,26-35,Female,9,700569,77841.0,2024-03-30,2025-05-07,UPI,Verified,18.2
INV002558,Haryana,Faridabad,B30,26-35,Female,11,1422537,129321.54545454546,2024-01-23,2025-05-25,Net Banking,Verified,9.1
INV002559,Haryana,Faridabad,B30,18-25,Female,3,386263,128754.33333333333,2024-09-01,2025-01-23,Cheque,Verified,3.4
INV002560,Haryana,Faridabad,B30,26-35,Male,7,348692,49813.142857142855,2024-01-02,2025-04-22,Mandate,Verified,6.4
INV002561,Gujarat,Ahmedabad,T30,18-25,Female,5,577759,115551.8,2024-06-20,2025-01-27,Net Banking,Verified,4.6
INV002562,Telangana,Hyderabad,T30,26-35,Male,1,43246,43246.0,2025-01-04,2025-01-04,UPI,Verified,8.7
INV002563,Madhya Pradesh,Indore,T30,18-25,Female,10,1166291,116629.1,2024-01-27,2025-05-15,Net Banking,Verified,6.8
INV002564,Maharashtra,Pune,T30,18-25,Male,3,737573,245857.66666666666,2024-02-29,2024-07-27,Mandate,Verified,5.6
INV002565,Rajasthan,Jaipur,T30,26-35,Male,10,1311060,131106.0,2024-01-06,2025-05-18,Mandate,Verified,10.0
INV002566,Uttar Pradesh,Kanpur,B30,26-35,Female,8,517343,64667.875,2024-03-23,2025-05-26,Mandate,Verified,23.0
INV002567,Madhya Pradesh,Indore,T30,36-45,Male,11,1733981,157634.63636363635,2024-01-05,2025-04-18,Net Banking,Verified,20.3
INV002568,Uttar Pradesh,Lucknow,T30,26-35,Female,9,216067,24007.444444444445,2024-03-02,2025-05-07,UPI,Verified,7.3
INV002569,Maharashtra,Nashik,B30,36-45,Female,2,318469,159234.5,2024-08-23,2024-09-11,Net Banking,Verified,16.5
INV002570,Punjab,Chandigarh,T30,36-45,Male,12,1229933,102494.41666666667,2024-01-09,2025-02-20,Mandate,Verified,55.3
INV002571,Delhi,New Delhi,T30,36-45,Female,8,890369,111296.125,2024-01-31,2025-04-22,Cheque,Verified,32.1
INV002572,Rajasthan,Jaipur,T30,56+,Male,11,1095020,99547.27272727272,2024-02-27,2025-05-19,Cheque,Verified,19.5
INV002573,Punjab,Amritsar,B30,26-35,Male,1,8328,8328.0,2025-02-02,2025-02-02,Cheque,Verified,10.0
INV002574,Maharashtra,Nashik,B30,26-35,Male,12,1051020,87585.0,2024-01-31,2025-05-26,Net Banking,Pending,11.1
INV002575,West Bengal,Kolkata,T30,18-25,Male,11,530975,48270.454545454544,2024-02-18,2025-05-12,Cheque,Verified,7.9
INV002576,Telangana,Hyderabad,T30,26-35,Male,8,1360157,170019.625,2024-03-18,2024-12-26,Cheque,Verified,20.3
INV002577,Karnataka,Mysore,B30,36-45,Female,3,51820,17273.333333333332,2024-03-11,2024-07-12,Mandate,Verified,60.0
INV002578,Telangana,Hyderabad,T30,26-35,Male,5,744333,148866.6,2024-02-09,2025-04-27,UPI,Verified,20.9
INV002579,Maharashtra,Mumbai,T30,36-45,Male,7,281290,40184.28571428572,2024-08-14,2025-03-06,UPI,Verified,30.1
INV002580,Rajasthan,Jaipur,T30,36-45,Female,4,48803,12200.75,2024-11-19,2025-05-06,Mandate,Verified,46.0
INV002581,Tamil Nadu,Chennai,T30,26-35,Male,1,336586,336586.0,2025-04-14,2025-04-14,Mandate,Verified,21.4
INV002582,Telangana,Hyderabad,T30,26-35,Female,10,1082210,108221.0,2024-02-01,2025-02-22,Cheque,Verified,11.1
INV002583,Gujarat,Ahmedabad,T30,46-55,Male,7,1657784,236826.2857142857,2024-03-24,2025-04-20,Net Banking,Verified,48.5
INV002584,Tamil Nadu,Chennai,T30,36-45,Female,3,675479,225159.66666666666,2024-01-09,2024-09-02,Mandate,Verified,40.0
INV002585,Uttar Pradesh,Lucknow,T30,18-25,Male,12,1876600,156383.33333333334,2024-01-18,2025-05-02,Net Banking,Verified,3.2
INV002586,West Bengal,Kolkata,T30,26-35,Female,7,105304,15043.42857142857,2024-03-13,2025-05-23,Mandate,Verified,9.1
INV002587,West Bengal,Kolkata,T30,18-25,Male,6,1127648,187941.33333333334,2024-02-21,2025-03-02,UPI,Verified,7.2
INV002588,West Bengal,Kolkata,T30,18-25,Male,9,1901993,211332.55555555556,2024-03-06,2025-05-07,UPI,Verified,5.5
INV002589,Haryana,Gurugram,T30,26-35,Male,1,8624,8624.0,2024-07-09,2024-07-09,UPI,Verified,23.3
INV002590,West Bengal,Kolkata,T30,36-45,Male,12,1061648,88470.66666666667,2024-01-28,2025-05-10,Cheque,Pending,45.1
INV002591,Gujarat,Ahmedabad,T30,18-25,Male,8,528508,66063.5,2024-04-04,2025-03-07,Cheque,Verified,3.7
INV002592,Madhya Pradesh,Bhopal,B30,26-35,Female,6,1134073,189012.16666666666,2024-01-01,2025-04-19,Mandate,Verified,15.7
INV002593,Madhya Pradesh,Indore,T30,36-45,Male,4,139606,34901.5,2024-03-09,2025-04-04,Mandate,Verified,36.5
INV002594,Haryana,Gurugram,T30,26-35,Male,10,1388876,138887.6,2024-01-11,2025-05-24,Net Banking,Pending,23.7
INV002595,Tamil Nadu,Coimbatore,B30,36-45,Male,5,471571,94314.2,2024-05-12,2025-03-23,Net Banking,Verified,27.8
INV002596,Maharashtra,Pune,T30,26-35,Male,3,267155,89051.66666666667,2024-01-16,2025-03-01,Cheque,Verified,16.2
INV002597,West Bengal,Kolkata,T30,26-35,Male,6,805586,134264.33333333334,2024-04-02,2025-05-27,Cheque,Verified,12.0
INV002598,Uttar Pradesh,Lucknow,T30,26-35,Male,11,994120,90374.54545454546,2024-02-21,2025-04-07,Cheque,Verified,14.6
INV002599,Gujarat,Surat,T30,26-35,Male,7,529509,75644.14285714286,2024-01-03,2025-03-20,Cheque,Verified,11.4
INV002600,Madhya Pradesh,Bhopal,B30,36-45,Female,5,892775,178555.0,2024-01-27,2025-01-03,Mandate,Verified,54.1
INV002601,Tamil Nadu,Coimbatore,B30,36-45,Female,3,434964,144988.0,2024-03-07,2024-11-30,Net Banking,Verified,34.1
INV002602,Gujarat,Surat,T30,56+,Female,12,1155403,96283.58333333333,2024-02-10,2025-05-17,Cheque,Verified,45.7
INV002603,Haryana,Gurugram,T30,36-45,Male,6,1607484,267914.0,2024-03-18,2025-02-22,Cheque,Verified,28.4
INV002604,Maharashtra,Mumbai,T30,36-45,Female,6,365542,60923.666666666664,2024-04-08,2025-05-09,UPI,Pending,25.5
INV002605,Delhi,New Delhi,T30,46-55,Male,5,1031428,206285.6,2024-04-15,2025-05-25,UPI,Pending,87.0
INV002606,Telangana,Hyderabad,T30,26-35,Female,9,428091,47565.666666666664,2024-03-02,2025-05-24,Net Banking,Verified,8.1
INV002607,Rajasthan,Udaipur,B30,36-45,Male,6,1526125,254354.16666666666,2024-03-02,2025-01-05,UPI,Verified,57.5
INV002608,Uttar Pradesh,Agra,B30,36-45,Female,4,51776,12944.0,2024-04-01,2025-04-15,Cheque,Verified,22.2
INV002609,Haryana,Faridabad,B30,36-45,Male,2,273899,136949.5,2024-09-23,2025-01-23,Cheque,Verified,27.7
INV002610,Tamil Nadu,Coimbatore,B30,36-45,Female,5,736043,147208.6,2024-01-05,2025-01-11,Mandate,Verified,31.7
INV002611,West Bengal,Kolkata,T30,26-35,Male,6,1678851,279808.5,2024-01-05,2025-05-05,Cheque,Verified,21.5
INV002612,Telangana,Hyderabad,T30,26-35,Male,2,17198,8599.0,2024-11-28,2025-05-09,Cheque,Verified,16.2
INV002613,Karnataka,Bangalore,T30,46-55,Female,12,1098323,91526.91666666667,2024-01-12,2025-05-16,Cheque,Verified,44.3
INV002614,Punjab,Chandigarh,T30,36-45,Male,4,480166,120041.5,2024-04-08,2024-08-01,UPI,Verified,13.2
INV002615,Tamil Nadu,Chennai,T30,26-35,Female,1,4382,4382.0,2025-04-18,2025-04-18,Cheque,Verified,11.6
INV002616,Tamil Nadu,Coimbatore,B30,26-35,Male,4,359877,89969.25,2024-02-13,2025-03-29,Cheque,Verified,21.9
INV002617,Maharashtra,Nashik,B30,26-35,Male,4,252149,63037.25,2024-03-01,2025-02-12,UPI,Verified,13.9
INV002618,Maharashtra,Mumbai,T30,36-45,Male,1,486,486.0,2025-02-01,2025-02-01,UPI,Verified,24.4
INV002619,Gujarat,Ahmedabad,T30,18-25,Male,6,1055131,175855.16666666666,2024-03-26,2025-03-19,Mandate,Verified,3.4
INV002620,Maharashtra,Nashik,B30,46-55,Female,2,10679,5339.5,2024-03-07,2025-02-15,Mandate,Verified,88.5
INV002621,Uttar Pradesh,Agra,B30,26-35,Female,6,895547,149257.83333333334,2024-01-02,2025-01-01,UPI,Pending,22.6
INV002622,Karnataka,Mysore,B30,18-25,Female,11,689616,62692.36363636364,2024-01-23,2025-05-23,Cheque,Pending,4.0
INV002623,Tamil Nadu,Chennai,T30,36-45,Male,1,2184,2184.0,2025-04-21,2025-04-21,Mandate,Verified,49.3
INV002624,West Bengal,Kolkata,T30,26-35,Male,5,885681,177136.2,2024-08-23,2025-05-25,Mandate,Verified,8.7
INV002625,Karnataka,Bangalore,T30,46-55,Female,6,743144,123857.33333333333,2024-03-30,2025-04-26,Cheque,Verified,99.3
INV002626,Karnataka,Bangalore,T30,36-45,Male,6,412482,68747.0,2024-03-18,2025-04-15,Mandate,Verified,29.4
INV002627,West Bengal,Kolkata,T30,26-35,Male,8,393005,49125.625,2024-03-23,2025-05-22,UPI,Verified,19.0
INV002628,Uttar Pradesh,Agra,B30,26-35,Male,9,1173839,130426.55555555556,2024-01-10,2025-03-11,Mandate,Verified,16.4
INV002629,Karnataka,Mysore,B30,36-45,Male,4,38172,9543.0,2024-02-15,2025-04-16,Mandate,Verified,32.9
INV002630,Punjab,Amritsar,B30,36-45,Male,8,604786,75598.25,2024-03-01,2025-03-07,UPI,Verified,19.6
INV002631,Uttar Pradesh,Kanpur,B30,46-55,Female,8,1312611,164076.375,2024-03-23,2025-05-05,Cheque,Pending,93.8
INV002632,Tamil Nadu,Chennai,T30,26-35,Female,11,815495,74135.90909090909,2024-01-26,2025-04-29,Net Banking,Verified,14.1
INV002633,Karnataka,Bangalore,T30,26-35,Female,12,1822320,151860.0,2024-01-16,2025-04-09,Mandate,Verified,8.1
INV002634,Madhya Pradesh,Bhopal,B30,26-35,Male,7,1155097,165013.85714285713,2024-09-20,2025-02-07,Cheque,Verified,10.7
INV002635,Telangana,Hyderabad,T30,18-25,Male,10,1130827,113082.7,2024-01-10,2025-03-25,Mandate,Verified,3.8
INV002636,West Bengal,Kolkata,T30,56+,Female,2,1410,705.0,2024-07-10,2024-11-05,Mandate,Verified,21.0
INV002637,Telangana,Hyderabad,T30,26-35,Male,6,976980,162830.0,2024-02-04,2025-02-21,Cheque,Verified,14.4
INV002638,Delhi,New Delhi,T30,18-25,Male,4,787725,196931.25,2024-04-24,2025-05-11,Mandate,Verified,4.2
INV002639,Gujarat,Ahmedabad,T30,36-45,Male,7,220235,31462.14285714286,2024-09-01,2025-03-04,Cheque,Verified,20.7
INV002640,Haryana,Faridabad,B30,56+,Female,12,407956,33996.333333333336,2024-01-29,2025-03-24,Net Banking,Pending,50.5
INV002641,Maharashtra,Nashik,B30,56+,Male,8,722158,90269.75,2024-02-29,2025-04-21,Mandate,Verified,27.1
INV002642,Haryana,Gurugram,T30,46-55,Female,10,1528148,152814.8,2024-01-04,2025-03-12,Net Banking,Verified,48.8
INV002643,Telangana,Hyderabad,T30,36-45,Male,9,604134,67126.0,2024-02-03,2025-04-20,Mandate,Verified,29.2
INV002644,Rajasthan,Udaipur,B30,56+,Male,1,391205,391205.0,2024-04-28,2024-04-28,Mandate,Verified,15.2
INV002645,Haryana,Gurugram,T30,46-55,Female,11,718998,65363.454545454544,2024-02-23,2025-03-30,UPI,Verified,67.7
INV002646,Uttar Pradesh,Lucknow,T30,36-45,Male,1,2310,2310.0,2025-05-24,2025-05-24,UPI,Verified,17.4
INV002647,Rajasthan,Jaipur,T30,46-55,Male,7,1051925,150275.0,2024-02-22,2025-05-23,UPI,Verified,87.0
INV002648,Punjab,Chandigarh,T30,36-45,Male,7,745128,106446.85714285714,2024-01-26,2025-05-04,Net Banking,Pending,57.1
INV002649,Tamil Nadu,Coimbatore,B30,46-55,Male,4,454765,113691.25,2024-05-20,2025-02-03,Cheque,Verified,69.7
INV002650,Telangana,Hyderabad,T30,26-35,Male,5,489864,97972.8,2024-03-03,2025-04-02,Cheque,Verified,13.7
INV002651,Haryana,Faridabad,B30,26-35,Male,5,904120,180824.0,2024-03-07,2025-03-31,UPI,Verified,12.5
INV002652,Gujarat,Surat,T30,36-45,Male,9,1408127,156458.55555555556,2024-02-19,2025-03-15,Cheque,Verified,40.6
INV002653,Gujarat,Ahmedabad,T30,26-35,Male,1,513,513.0,2024-02-09,2024-02-09,UPI,Verified,7.5
INV002654,Delhi,New Delhi,T30,36-45,Female,11,634501,57681.90909090909,2024-02-05,2025-04-13,Cheque,Verified,38.2
INV002655,Haryana,Faridabad,B30,56+,Male,4,508531,127132.75,2024-08-14,2025-04-30,Net Banking,Verified,44.4
INV002656,Tamil Nadu,Coimbatore,B30,26-35,Male,10,1556050,155605.0,2024-01-05,2025-04-11,Net Banking,Verified,9.6
INV002657,Punjab,Amritsar,B30,36-45,Male,5,167584,33516.8,2024-01-19,2025-04-20,Mandate,Verified,50.0
INV002658,Madhya Pradesh,Indore,T30,26-35,Female,6,620774,103462.33333333333,2024-01-06,2025-05-24,Mandate,Verified,16.8
INV002659,Madhya Pradesh,Bhopal,B30,36-45,Female,10,1026277,102627.7,2024-01-04,2025-03-26,Cheque,Verified,56.5
INV002660,Uttar Pradesh,Lucknow,T30,36-45,Male,5,580860,116172.0,2024-02-09,2025-01-01,Cheque,Verified,28.2
INV002661,West Bengal,Kolkata,T30,36-45,Male,2,908,454.0,2024-03-23,2024-05-22,Cheque,Verified,21.6
INV002662,Tamil Nadu,Coimbatore,B30,26-35,Male,3,152791,50930.333333333336,2024-01-27,2024-11-06,UPI,Verified,20.5
INV002663,Rajasthan,Udaipur,B30,36-45,Male,1,279886,279886.0,2025-05-30,2025-05-30,Net Banking,Verified,46.0
INV002664,Karnataka,Bangalore,T30,26-35,Male,6,595421,99236.83333333333,2024-03-26,2025-01-06,UPI,Verified,17.3
INV002665,Tamil Nadu,Chennai,T30,26-35,Male,1,139830,139830.0,2025-03-18,2025-03-18,UPI,Verified,8.9
INV002666,Madhya Pradesh,Bhopal,B30,46-55,Female,11,978886,88989.63636363637,2024-02-09,2025-04-21,Cheque,Verified,93.7
INV002667,Karnataka,Mysore,B30,36-45,Male,1,244753,244753.0,2024-02-17,2024-02-17,Net Banking,Verified,50.7
INV002668,Delhi,Gurugram,T30,26-35,Male,12,1798948,149912.33333333334,2024-01-18,2025-05-10,Net Banking,Verified,9.8
INV002669,Madhya Pradesh,Indore,T30,46-55,Male,3,485674,161891.33333333334,2024-03-17,2024-12-23,Mandate,Verified,50.4
INV002670,Uttar Pradesh,Agra,B30,36-45,Male,3,32088,10696.0,2024-03-17,2025-04-24,Cheque,Verified,48.7
INV002671,Madhya Pradesh,Indore,T30,18-25,Male,12,800949,66745.75,2024-01-24,2025-05-18,Cheque,Pending,6.3
INV002672,Rajasthan,Udaipur,B30,26-35,Male,1,441,441.0,2024-08-31,2024-08-31,UPI,Verified,10.2
INV002673,Maharashtra,Mumbai,T30,26-35,Male,10,921689,92168.9,2024-02-21,2025-05-21,Cheque,Verified,14.2
INV002674,Karnataka,Mysore,B30,26-35,Female,12,1451234,120936.16666666667,2024-02-06,2025-03-24,Mandate,Verified,7.4
INV002675,Uttar Pradesh,Agra,B30,36-45,Male,12,974634,81219.5,2024-02-05,2025-04-27,Cheque,Verified,17.9
INV002676,Delhi,Gurugram,T30,46-55,Male,4,565809,141452.25,2024-02-28,2024-10-25,Mandate,Verified,81.0
INV002677,Telangana,Hyderabad,T30,56+,Male,2,388167,194083.5,2024-10-05,2025-04-08,Mandate,Verified,21.7
INV002678,Madhya Pradesh,Indore,T30,26-35,Female,1,472,472.0,2025-03-26,2025-03-26,UPI,Verified,22.5
INV002679,Uttar Pradesh,Agra,B30,36-45,Male,8,1242019,155252.375,2024-01-08,2025-04-12,Net Banking,Verified,33.8
INV002680,West Bengal,Kolkata,T30,36-45,Male,5,689501,137900.2,2024-03-13,2025-04-24,Net Banking,Verified,17.4
INV002681,Maharashtra,Nashik,B30,18-25,Female,7,77813,11116.142857142857,2024-01-13,2025-05-29,Net Banking,Verified,7.2
INV002682,Karnataka,Mysore,B30,26-35,Male,10,1690507,169050.7,2024-04-24,2025-04-23,Net Banking,Verified,17.9
INV002683,Haryana,Faridabad,B30,26-35,Male,5,477982,95596.4,2024-05-22,2024-07-04,Mandate,Verified,9.7
INV002684,Delhi,New Delhi,T30,36-45,Female,11,1273552,115777.45454545454,2024-01-28,2025-04-05,Net Banking,Verified,56.2
INV002685,Madhya Pradesh,Bhopal,B30,18-25,Male,6,732855,122142.5,2024-01-20,2025-05-16,UPI,Verified,3.7
INV002686,Punjab,Chandigarh,T30,18-25,Male,5,1228291,245658.2,2024-03-14,2025-05-30,Net Banking,Pending,5.7
INV002687,Delhi,New Delhi,T30,36-45,Male,8,1038000,129750.0,2024-03-29,2025-02-12,UPI,Verified,25.9
INV002688,Uttar Pradesh,Lucknow,T30,26-35,Male,10,360928,36092.8,2024-06-25,2025-04-17,Mandate,Pending,23.5
INV002689,Madhya Pradesh,Bhopal,B30,26-35,Male,11,1462406,132946.0,2024-03-10,2025-02-23,Cheque,Verified,7.4
INV002690,Karnataka,Mysore,B30,36-45,Male,4,761823,190455.75,2024-01-09,2025-01-31,Cheque,Verified,58.0
INV002691,Tamil Nadu,Coimbatore,B30,26-35,Female,2,142434,71217.0,2024-02-02,2025-02-20,Mandate,Verified,20.6
INV002692,West Bengal,Kolkata,T30,26-35,Male,9,1912308,212478.66666666666,2024-02-25,2025-05-25,Mandate,Verified,16.7
INV002693,Uttar Pradesh,Kanpur,B30,26-35,Male,12,1480616,123384.66666666667,2024-03-16,2025-03-08,Cheque,Verified,22.5
INV002694,West Bengal,Kolkata,T30,26-35,Male,4,336088,84022.0,2024-05-01,2025-05-09,Cheque,Verified,12.9
INV002695,Telangana,Hyderabad,T30,26-35,Male,1,2490,2490.0,2025-05-19,2025-05-19,Mandate,Verified,18.8
INV002696,Punjab,Amritsar,B30,18-25,Male,11,1740739,158249.0,2024-03-05,2025-05-16,Net Banking,Verified,7.1
INV002697,West Bengal,Kolkata,T30,26-35,Male,9,295570,32841.11111111111,2024-01-20,2025-03-10,Cheque,Pending,14.1
INV002698,Maharashtra,Pune,T30,26-35,Male,11,2056205,186927.72727272726,2024-04-15,2025-02-24,Cheque,Verified,20.9
INV002699,Gujarat,Surat,T30,18-25,Female,4,52215,13053.75,2024-02-11,2025-03-23,Net Banking,Verified,6.1
INV002700,Tamil Nadu,Coimbatore,B30,26-35,Male,9,488317,54257.444444444445,2024-01-10,2025-05-03,UPI,Verified,8.1
INV002701,Rajasthan,Jaipur,T30,26-35,Male,4,496000,124000.0,2024-03-15,2024-11-12,Mandate,Verified,11.6
INV002702,Punjab,Chandigarh,T30,36-45,Male,10,687038,68703.8,2024-03-11,2025-05-26,UPI,Verified,25.4
INV002703,Punjab,Amritsar,B30,18-25,Male,4,557730,139432.5,2024-08-26,2025-03-16,Mandate,Verified,3.1
INV002704,Delhi,Noida,T30,36-45,Female,12,1558276,129856.33333333333,2024-03-19,2025-05-07,Cheque,Verified,47.8
INV002705,Uttar Pradesh,Lucknow,T30,46-55,Female,12,849407,70783.91666666667,2024-03-29,2024-11-30,UPI,Pending,90.6
INV002706,Haryana,Faridabad,B30,46-55,Female,11,1253360,113941.81818181818,2024-01-20,2025-05-07,Net Banking,Pending,22.8
INV002707,Maharashtra,Mumbai,T30,26-35,Male,11,2651584,241053.0909090909,2024-05-05,2025-05-29,Net Banking,Verified,24.7
INV002708,Karnataka,Mysore,B30,26-35,Male,12,1553060,129421.66666666667,2024-01-03,2025-04-29,Cheque,Verified,14.0
INV002709,Uttar Pradesh,Kanpur,B30,36-45,Male,2,38177,19088.5,2024-05-11,2024-12-03,Net Banking,Verified,39.9
INV002710,Haryana,Faridabad,B30,26-35,Male,2,9983,4991.5,2024-06-26,2024-06-29,Cheque,Verified,22.6
INV002711,Haryana,Gurugram,T30,26-35,Male,9,550183,61131.444444444445,2024-01-26,2025-04-29,Cheque,Verified,12.4
INV002712,Karnataka,Bangalore,T30,46-55,Male,12,388340,32361.666666666668,2024-02-06,2025-05-19,Net Banking,Verified,24.8
INV002713,Rajasthan,Udaipur,B30,26-35,Female,2,17714,8857.0,2024-08-14,2025-01-23,Net Banking,Verified,6.7
INV002714,West Bengal,Kolkata,T30,46-55,Male,5,495424,99084.8,2024-01-14,2025-05-14,Mandate,Pending,65.7
INV002715,Madhya Pradesh,Bhopal,B30,26-35,Male,1,527,527.0,2024-08-17,2024-08-17,Net Banking,Verified,19.8
INV002716,Tamil Nadu,Chennai,T30,56+,Female,6,298557,49759.5,2024-01-12,2025-05-25,Net Banking,Pending,47.4
INV002717,Maharashtra,Nashik,B30,26-35,Female,4,328135,82033.75,2024-03-08,2025-03-05,Net Banking,Verified,24.8
INV002718,Telangana,Hyderabad,T30,36-45,Male,7,579809,82829.85714285714,2024-01-15,2025-02-19,Net Banking,Verified,15.6
INV002719,Rajasthan,Jaipur,T30,18-25,Female,3,293243,97747.66666666667,2024-05-30,2025-01-14,Mandate,Verified,4.8
INV002720,Karnataka,Bangalore,T30,26-35,Male,4,441054,110263.5,2024-02-13,2024-12-30,Net Banking,Verified,19.2
INV002721,Tamil Nadu,Chennai,T30,46-55,Female,1,818,818.0,2024-06-19,2024-06-19,Mandate,Verified,25.7
INV002722,Delhi,Noida,T30,36-45,Female,10,1098120,109812.0,2024-02-24,2025-04-29,Cheque,Verified,50.9
INV002723,West Bengal,Kolkata,T30,36-45,Female,9,44585,4953.888888888889,2024-07-31,2025-05-29,UPI,Verified,54.4
INV002724,Rajasthan,Udaipur,B30,36-45,Male,12,1640894,136741.16666666666,2024-02-15,2025-03-04,Cheque,Verified,26.3
INV002725,Rajasthan,Udaipur,B30,46-55,Female,6,669734,111622.33333333333,2024-02-12,2025-05-22,Mandate,Verified,49.2
INV002726,Gujarat,Ahmedabad,T30,36-45,Male,12,1387173,115597.75,2024-06-08,2025-05-03,Cheque,Verified,16.9
INV002727,Madhya Pradesh,Bhopal,B30,26-35,Female,8,636901,79612.625,2024-01-18,2025-05-24,Net Banking,Verified,6.3
INV002728,West Bengal,Kolkata,T30,26-35,Male,1,11412,11412.0,2024-10-05,2024-10-05,Net Banking,Verified,16.0
INV002729,Uttar Pradesh,Kanpur,B30,26-35,Female,8,2065041,258130.125,2024-01-21,2025-04-18,Net Banking,Verified,15.4
INV002730,Tamil Nadu,Coimbatore,B30,26-35,Male,1,155942,155942.0,2025-04-03,2025-04-03,Net Banking,Verified,7.5
